id	lemma	sense_id	left	word	right	senses
866	bank	1	Then do the same  on an easterly or westerly heading .  Also try changing speeds .  You will discover large errors flying near north or south with even small amounts of	bank	, and large errors on east and west if you vary the speed . Compass errors are an awful nuisance and it is well worth finding out a little about them .  You also need to become accustomed to thinking and using degrees ,  and deciding whether you need to turn left or right to change the heading .	None
867	bank	3	How do I raise the money I am to pay   The amount that you are assessed to pay is based on what you should be able to afford to take out as a loan .  It may be that you choose to obtain a mortgage , second mortgage or a loan from a	bank	. If you feel that you will be unable to take out a loan in this way or that it will cause you financial hardship ,  you can apply to the Social Services Department for help .  They will ask you further information about your finances and/or your situation and may then in certain circumstances by able to offer you a loan .	None
868	bank	6	one of my sections in the subdivision is thinking of declaring UDI unilateral declaration of independence from the Divisional Headquarters as for Headquarters and the Force organizational structure ,  well that 's  just a joke as far as these men are concerned .  This rejection of a distant headquarters and enhancement of their own special identity occurred some seven years after the last amalgamation .  In that same year I was posted to South Shields on the south	bank	of the River Tyne and quickly became aware that I had an enormous burden to carry , simply because I had spent all of my previous service on the other side of the river . At one point a uniform sergeant listening to me discuss some tactic ,  gloomily pointed out that my style was not theirs ;  but then ,  he rationalized ,  how could it be ,  you 're from the north  side of the river .  The emphatic denigration contained in this locational insult had to be heard to be understood ,  and in many ways it paralleled the dismissive tone used to deride the civvy ,  for nuances of speech and tone have immense meaning to insiders .	None
869	bank	6	All the grass grinds their little molars flat .  So ,  something nest -   building .  Possibly aligned to water a sort of	bank	by a rushing river . Perhaps something as natty and camp as Ratty in The Wind in the Willows  .  Dapper ,  dear ,  Noel Coward .	None
870	bank	6	But they will not ask me .  They did ask him ,  however ,  and they came in hundreds for the purpose .  He felt he had scarcely fallen asleep , he was dreaming of a black river , with no	banks	, yet there was something there , a source of light that he wanted to reach , which he could not reach against the cold drive of the current He woke in a sweat  voices  a dog barking .  Someone entered the room and he recognized Allan Stewart 's  voice .	None
871	bank	5	It had looked like a melodrama  a little group in a candle - lit attic ,  holding up their arms with fists clenched and swearing to do or die .  But they had meant it ,  and he was eager now to bring everybody together in a fine ,  hard point of resolve ,  in case zeal slackened and died away in the holiday atmosphere of this soft ,  comfortable afternoon .  The hills themselves looked asleep , the heather glowed dust - blue in the hazy light , and the people , after a night of little sleep and hours of walking and standing , now looked stunned as they sat on the grassy	banks	, leaned on dykes , or lay on their backs in the hayfields , munching oatcakes and drinking the last of their water . Some little groups were going off to west and east ,  but most hung on with a sense that the next thing now demanded to be done .  Cameron raised his right hand ,  clenched his fist ,  and spoke in a relaxed voice .	None
872	bank	6	The river dream came to him again ,  he was wading deep into the current ,  its coldness griped him by the crutch ,  shocking him ,  he must reach that bluish hovering light on the far bank  trees towering above  a house ,  a tall bulky building towering above him He half - woke ,  and saw the window - square glimmering with the pallor of sunrise The river again , the far	bank	was nearer but here was a black smooth stretch , he half knew that he was dreaming , he wanted to stop the dream and he wanted to get across , if only he could raise his mouth and nostrils above the swell of the water He made himself wake finally and lay under the covers feeling weak and hot ,  as though he had been spending energy incessantly all night .  Outside the day was fine enough ,  too clear perhaps ;  each roughness on the skyline was sharply visible ,  as though it might rain later .	None
873	bank	6	Take it now ,  Father ,  said Mary ,  putting down her baskets and easing her shoulders .  What is the use of dying on the way to a wedding   They all moved off together down the tawny dust of the road , close beside the shingle	banks	and black deeps of the river . Here it ran between quiet green glades ,  the remnant of an oak wood which had been stripped to build ships for the navy and then ,  in a last plundering ,  to make charcoal for the insatiable furnaces and foundries down at Carron forge .  But here a thin frieze of very old trees had been preserved for the delectation of the lairds who looked out from their houses on the slopes  Cluny ,  Grandtully ,  Clochfoldich ,  Pitcastle .	None
874	bank	2	Zoology ,  the joker in his pack ,  offered in his final year ,  also achieved 62 per cent .  Perhaps the choice was his way of declaring his consuming interest in life  ,  not learning ,  which was becoming an obsession .  Readers of The Favourite Game will remember Breavman dissecting a frog , which arose out of such early experiences ; they will also remember his tearing up an economics textbook outside a	bank	on Sherbrooke Street another reaction to the struggles and disinterest he later recalled . The choices he made ,  and the way his achievements oscillated ,  show a decided lack of conviction ,  or perhaps of direction ,  in his thinking .  That the ability was there is beyond question .	None
875	bank	4	It was late March .  The air was raw and threatened rain but was tinged with the warmth of spring .  The sky was a murky , pinkish grey ; clouds swirled across it exposing higher , greyer	banks	of cloud . She snipped crisp green stalks with a pair of scissors .  Milky liquid oozed from the stalks .	None
876	bank	0	His books and clothes ,  all his things were gone ,  he had even stolen bits of china and a lamp .  He had give his name as E. Thomas Reardon and it turned out to be a pseudonym ,  so cheques left on the mantel were useless ,  and he must have known that they would be .  She had gone right to the	bank	with them when she 'd discovered he 'd gone . Why ever did he bother to write them out   the landlady asked ,  gravely vexed and insulted .  She was hungry and sorry she 'd turned off the radio .	None
877	bank	3	The Buddekes ,  however ,  were to win .  Eleanor made notes on the differences between English and American workplaces and unions .  Corporations ,	banks	and trusts controlled a great deal and , although machines replaced workers more frequently in America , certain trades , Eleanor wrote , were 50 per cent more labour intensive than in England . American labour politics were complicated and deemed a slippery business by Engels .  Workplace observations notwithstanding ,  for Rosenberg ,  one judgement echoed :  New York ,  shoddy and dirty .	None
878	bank	3	David Savage explains how to redesign a workshop with cardboard templates ,  noting the importance of machine table height ,  and discusses second - hand machinery Well ,  I have been and gone and done it this time .  It 's all very well putting in applications for the	bank	to loan you large sums of money , but it is quite another thing to have them accepted . I am sure some of the guys in my workshop think I am off my trolley .  It was n't but a few months ago that I was telling them how bad everything was ,  how we had to keep our spending down to new lower budgets because if we did n't the next cuts we would have to make would be human ones .	None
879	bank	3	These are documents which are often necessary to obtain access to a deceased person 's  assets  further information may be obtained from the Principal Registry ,  Family Division of the High Court ,  5th Floor ,  Golden Cross House ,  Duncannon Street ,  London ,  WC2N .  Copies ordered at a later date may cost 5.00 depending upon the time lapse between the registration of death and the date of the order .  Different special certificates can be obtained ( at a price of 1.50 ) to show	banks	, social security and building societies , for claiming from friendly societies , and for claiming insurance taken out on the life of the person . 2 .  ARRANGING A FUNERAL	None
880	bank	3	The funeral director will usually offer to pay costs to the hospital ,  crematorium ,  or burial ground ,  and minister of religion ,  but these can be handled direct .  Many funeral directors will submit the bill ,  and offer a discount for payment within a certain time .  Where the dead person had a	bank	. The Department of National Savings  ( form SB4 obtainable at Post Offices )  and building societies will pay out amounts up to 5,000 on the evidence of the death certificate ,  although they are not bound to until the grant of probate or letters of administration have been issued .  The funeral director will understand if the bill cannot be paid until then ,  but the circumstances should be explained when planning the funeral .	None
881	bank	3	This scheme means that instead of paying quarterly bills you pay the same amount into your electricity or gas account each month .  Your yearly consumption is estimated ,  and the cost of the fuel spread out evenly throughout the year .  Payment can be made automatically through a	bank	or building society . Alternatively ,  vouchers are supplied and payment may be made by cash or cheque at banks and showrooms .  Some electricity companies and gas regions offer weekly budget schemes .	None
882	bank	3	Your yearly consumption is estimated ,  and the cost of the fuel spread out evenly throughout the year .  Payment can be made automatically through a bank or building society .  Alternatively , vouchers are supplied and payment may be made by cash or cheque at	banks	and showrooms . Some electricity companies and gas regions offer weekly budget schemes .  A disadvantage of budget schemes is that if your fuel consumption is underestimated ,  you may have a large sum to pay out at the end of the year .	None
883	bank	3	If the council thinks that you have given away or used up savings in order to qualify for ,  or increase the amount of your benefit they can treat you as still having those savings .  This might happen if you give money away to members of your family or if you buy expensive items in order to reduce your savings .   Savings include cash , money in	bank	and building society accounts , national savings certificates and accounts , premium bonds and shares . The value of your home if you own it ,  does not affect your rebate .  For more information see factsheet 16 .	None
884	bank	3	SOCIAL SECURITY  HOUSING BENEFIT :  GUIDANCE ON THE TREATMENT OF INCOME A recent DSS Housing Benefit/Community Charge Benefit circular has given guidance about the treatment of income which is paid at intervals other than one week .  Where income such as an occupational pension or Retirement Pension is paid into a	bank	or building society account on , for example , a monthly or four - weekly basis , in some cases this has been treated as capital resulting in a possible reduction of benefit . In effect it appears that the pension has been assessed both as income and capital .  The circular states that income to cover a certain period should be ignored as capital for that period .	None
885	bank	3	Account number 4 Your instruction to the	bank	, and signature . I instruct you to pay direct debits from my account at the request of Campaign for Real Ale Limited .  The amounts are variable and are to be debited annually .	None
886	bank	3	I understand the Campaign for Real Ale Limited may change the amount only after giving me prior notice .  PLEASE CANCEL ALL PREVIOUS STANDING ORDER INSTRUCTIONS IN FAVOUR OF CAMPAIGN FOR REAL ALE LIMITED .  I will inform the	bank	in writing if I wish to cancel this Instruction . I understand that if any direct debit is paid which breaks the terms of this instruction ,  the bank will make a refund .  Signature ( s )  Date	None
887	bank	3	PLEASE CANCEL ALL PREVIOUS STANDING ORDER INSTRUCTIONS IN FAVOUR OF CAMPAIGN FOR REAL ALE LIMITED .  I will inform the bank in writing if I wish to cancel this Instruction .  I understand that if any direct debit is paid which breaks the terms of this instruction , the	bank	will make a refund . Signature ( s )  Date Banks may refuse to accept instructions to pay direct debits from some types of account .	None
888	bank	3	The MBO team ,  heavily supported by CAMRA ,  is still negotiating a similar deal .  Although Brent Walker says the MBO is the preferred option ,  negotiations are complicated by Brent Walker 's  precarious financial position .  A restructuring plan , put forward by the 47	banks	owed 1.5 billion by Brent Walker , needed the approval of 75 per cent of the company 's bondholders . Meanwhile the Serious Fraud Squad is continuing its investigations into the company 's  affairs .  Stout fellow feels the strain	None
889	bank	3	Alarms and Neighbourhood Watch schemes not only improve security ,  but with some insurance companies can lower your premiums too .  Small items of both financial and sentimental value should never be left in the house unless a good safe has been installed .  The best precaution would be to deposit them with the	bank	. Sadly ,  the thief who leaves no clues and is careful disposing of his ill - gotten gains is unlikely to be caught .  The bottom line on who pays is the insurance companies and the householder .	None
890	bank	3	It is quite a commitment on behalf of the owner .  Sessions generally last for about 40 minutes and are required ,  by necessity ,  on a regular basis .  The longer the treatment continues , the better the results but it is heavy on your vet 's time and an appropriately heavy hole will appear in your	bank	balance ! If you want to try acupuncture ,  ask your vet and he should be able to point you in the right direction !  Quick Bites	None
891	bank	6	Chalais ,  Aubeterre snow - flakes at a hand 's  breadth ,  and rain .  Trees line the	banks	, mostly willows ( 101/722 : 75 )  Here only the place - names refer to france ;  the junipers ,  the spruce and fir ,  and the falling snow are taken over by Pound from a  landscape at the other side of the world .	None
892	bank	6	Now ,  the Talleyrand - Perigords have ,  as their name implies ,  been mighty lords in Perigord since the early Middle Ages ,  and in the early poem Near Perigord Talleyrand is one of the powerful and menacing neighbours whom Bertrand de Born has to play off one against another ,  thus earning  ( so Pound 's  poem suggests )  the title which Dante gives him in the Inferno  ,  sower of strife .  The chteau of Chalais has been a stronghold of the Talleyrands from that day to this ,  and when Pound in recent years read about Napoleon 's  grand chamberlain ,  notably in the memoirs of Madame de Rmusat  ( a principal source for Canto 101 )  ,  this new association with Chalais re - activated his memories of that place ,  which accordingly is named afresh ,  bringing Aubeterre with it ,  but in a quite different tone and spirit from to set here the roads of France .  The trees that line the	banks	, mostly willows are still there , and there are places in the town of Chalais crouched underneath its chteau , where Pound might still creep over old rafters in search of a stream full of lilies . Pound seems to have misremembered ,  however ,  for at Chalais the river is not the Dronne but a smaller stream ,  the Tude .  And although the Tude has plants in its waters ,  I am reluctant to believe that any of them are lilies ;  for Chalais has suffered from the twentieth century as Aubeterre has not ,  and the Tude is polluted whereas the Dronne runs clear .	None
893	bank	3	Aside from the technological requirements of the new system ,  other important issues have to be resolved .  The participants in Taurus ,  the requirements needed for the participants ,  and the international consequences of the new system ,  are receiving detailed consideration .  Potential members of Taurus include the listed companies affected by the scheme , registrars , private client brokers , retail brokers , custodian	banks	, institutional investors , and money brokers . Yet as Andrew Palmer ,  deputy finance director at Legal  General Investments warned at the same conference ,  like all chains ,  Taurus is only going to be as strong as its weakest link .  And technology could easily become the weak link with some participants .	None
894	bank	3	THE 33m management buyout by Fenchurch Insurance Group from GPG has been completed despite pressure for a better price from GPG shareholders including Robert Maxwell .  Mr Maxwell ,  with 15 per cent of GPG ,  the old Guiness Peat Group ,  and Lord Kissin ,  with a five per cent stake ,  strongly opposed plans to sell off three of GPG 's  operating companies .  But shareholders voted by three to one last week to back the sell - offs which will reduce borrowings to a consortium of	banks	, who acquired 61 per cent of GPG after the collapse of the New Zealand Equiticorp business . The mbo of Fenchurch was engineered by JO Hambro Magan ,  whose managing director Alton Irby said :  It shows that leveraged buyouts can be done ,  even if this one was difficult .  The problem was that an insurance broker is not asset - backed .	None
895	bank	3	He explained that the structure evolved because the group needed equity to finance growth .  Several of the quoted subsidiaries and associates also control other businesses ,  for example Solveg ,  a property portfolio management company ,  in which several CB group companies have stakes .  This structure is typical of the continental , as distinct from the British , firm : the holding group , particularly the bank holding group , stems from equity involvement in industry , an involvement shunned by British	banks	. At the same time ,  CB ,  as it became in 1959 ,  has seen the source of its earnings diversify as consumer finance became more and more important to the group .  Loans made in 1979 totalled FFr59.1m ,  of which property accounted for FFr40m and consumer finance accounted for FFr9.29m ,  or 15.7 per cent of the total .	None
896	bank	3	The system outlined by Lord Donaldson ,  a man not known for his left tendencies ,  bears marked similarities to those operated in a number of eastern bloc countries .  The drift of his remarks is likely to find favour with the Lord Chancellor ,  Lord Mackay of Clashfern ,  who said last year that many litigants wanted fuller participation in the legal process rather than acting as bystanders in cases conducted by lawyers .  Lord Donaldson then attacked Lord Mackay 's White Paper proposals for	banks	and building societies to undertake conveyancing . Although the near - monopoly enjoyed by solicitors was indefensible because it related only to the preparation of documents ,  there is a real need for consumer protection and I am far from sure that the White Paper proposals meet this need ,  he said .  Conveyancing documents should include a certificate by the purchaser saying either that he had been fully advised by a wholly independent practitioner or that he had declined such advice  and the certificate should contain a prominent health warning against declining to take it .	None
897	bank	3	For several years the market playing was limited but early in 1988 ,  finance officers began taking options out on a massive scheme .  The council 's  Labour leadership ,  who have been in control since 1986 ,  have argued that they had no control over the transactions as the day to day running of the finance department is in the hands of expert financial staff .  Publicly the	banks	have suggested that there could be dire consequences for the City should the deals be ruled illegal . They feel that as innocent parties they are being cheated .  However ,  insiders reckon that the councils will get away with it if Hammersmith loses .	None
898	bank	3	They feel that as innocent parties they are being cheated .  However ,  insiders reckon that the councils will get away with it if Hammersmith loses .  While the	banks	may then try to sue the council or even individual officers the risk is very widely spread and no financial institution will be put in danger . City schools face cash cuts By SIMON MIDGLEY ,  Education Reporter	None
899	bank	3	In often active trading its shares climbed 21p to 357p with ,  once again ,  insurance group Willis Faber rumoured to have sold its 20.5 per cent holding .  Credit Lyonnais ,  the French group which owns the Alexanders discount house and stockbroker Laing  Cruickshank ,  was the suggested buyer .  Stories that the Willis Faber stake is on the move have circulated in the past , with West German	banks	the favourites to pick it up. Morgan shares were also given a helping hand by the AMP offer .  The bank is advising the Australian group and it has been calculated that if its bid succeeds Morgan 's  commission will add 6.5 per cent to its earnings .	None
900	bank	3	Stories that the Willis Faber stake is on the move have circulated in the past ,  with West German banks the favourites to pick it up. Morgan shares were also given a helping hand by the AMP offer .  The	bank	is advising the Australian group and it has been calculated that if its bid succeeds Morgan 's commission will add 6.5 per cent to its earnings . But Morgan was not the only merchant bank in favour .  Kleinwort Benson ,  which disclosed it had purchased 200,000 of its own shares at 353p each ,  rose 11p to 366p and Hambros edged ahead 3p to 232p .	None
901	bank	3	By WILLIAM BOWN A MUTUAL investment fund for Eastern Europe is being launched today with the backing of Continental Grain ,  the private American company which is one of the world 's  biggest grain suppliers .  The 250m Emerging Eastern Europe fund will endeavour to provide capital for businesses in the region and offer Western	banks	a form of debt - for - equity swap . Continental has traded in Eastern Europe for 20 years and now supplies 25 per cent of the region 's  imported grain .  Previous investments in Eastern Europe have been mainly in the form of joint ventures .	None
902	bank	3	The fund will take out insurance against confiscation and government interference in the repatriation of profits .  But it has not sought to gain the backing of an official international financial institution .  The fund is aiming to raise 50m from investors initially and a further 200m from	banks	looking to reduce their exposure to Eastern Europe . The British banks which have written down the value of their loans most aggressively may be attracted by the fund ,  says Jim Mellon ,  a director of Tyndall .  Cadbury buys into Iberian soft drinks	None
903	bank	3	Housebuilders are using creative accounting By JERRY CONNOLLY HOUSEBUILDERS are hiding the full impact of the industry recession by using creative accounting to keep the cost of unsold homes off their balance sheets , according to a	bank	report . Although the worst of the depression may now be over there will be a longer - term impact on compny profits ,  said Dr Richard Roberts ,  construction economist with Barclays Bank .  In a new survey of the industry he said :  Housebuilders appear to be using techniques to remove unsold homes from their balance sheets ,  including selling houses to associate companies .	None
904	bank	3	But the latest upheaval must register 10 on the Richter scale .  The political and financial capital already invested in the Channel tunnel project should ensure it bores on somehow  but that is not the same thing as Eurotunnel 's  survival .  On independent advice , the syndicate of more than 200	banks	appears to have decided Eurotunnel is no longer a bankable proposition . That ,  at least ,  is the clear implication of yesterday 's  statement from Eurotunnel  indicating that the bankers believe their own forecast does not provide an appropriate basis for further finance .  A three - way dispute has developed about the costs of the venture .	None
905	bank	3	We and the banks are agreed that this is not an appropriate basis for further finance ,  Eurotunnel 's  press release warns .  Eurotunnel appears to be hanging on only by the skin of its teeth .  The	banks	have decided that the company is in default on its loan agreements . This would entitle them to sack Eurotunnel 's  management ,  bring in new equity participation ,  and pull the plug on the 1bn invested by existing shareholders in the project .  They have decided not to declare the company in default for the time being only because of the continuing discussions between Eurotunnel and the contractors ,  Transmanche Link .	None
906	bank	3	This would entitle them to sack Eurotunnel 's  management ,  bring in new equity participation ,  and pull the plug on the 1bn invested by existing shareholders in the project .  They have decided not to declare the company in default for the time being only because of the continuing discussions between Eurotunnel and the contractors ,  Transmanche Link .  Eurotunnel 's only hope seems to lie in satisfying the	banks	' technical adviser that his forecast can be reduced which means at least to the contractors ' 7.5bn , if not to Eurotunnel 's own 7bn estimate . Even then there is going to have to be a 300m - 350m rights issue .  The critical decision for the banks will come if their own adviser sticks to his view of the costs .	None
907	bank	3	Eurotunnel 's  only hope seems to lie in satisfying the banks '  technical adviser that his forecast can be reduced  which means at least to the contractors '  7.5bn ,  if not to Eurotunnel 's  own 7bn estimate .  Even then there is going to have to be a 300m - 350m rights issue .  The critical decision for the	banks	will come if their own adviser sticks to his view of the costs . What then   The problem with ditching Eurotunnel 's  management would be that there is no certainty anybody else could do a better job .	None
908	bank	3	By MARY FAGAN Plastic card investment :  Barclays Bank looks set to tighten its stranglehold on the processing of plastic card transactions and will invest more than 22.5m in the service .  The	bank	, with 60 per cent of the retail acquisition market , plans to install 20,000 terminals in shops in the next 18 months . Sterling calmer :  The pound won respite from last week 's  onslaught partly due to confirmation that retail sales were subdued last month and as fears of a rise in interest rates faded .  This page and Outlook ,  page 25 Payment withheld :  Abbey National intends to refuse to pay the remaining 7m it nominally owes Lloyds Bank Registrars for the handling of its share distribution .	None
909	bank	3	The last published estimate was 5.4bn .  Only weeks ago speculation was that a further 1bn might be needed .  Now Eurotunnel says that 7bn could be nearer the mark , while the	banks	and the consortium involved in the construction work believe that far bigger sums will be necessary . The tunnel is due to open in 1993 .  Who knows what the costs will look like by then 	None
910	bank	3	Eurotunnel 's  bankers are therefore putting increasing pressure on Alastair Morton ,  British co - chairman of the project ,  to raise significant new equity .  It will not be easy for him to do so .  Yet , if he refuses , or if he fails in any attempt , the	banks	could , in theory , take over the company which is in default of several loan agreements . Mr Morton and his colleagues will have to answer some awkward questions ,  not least from small investors ,  many of whom bought into the company attracted by the perks and the sense of excitement as much as by a detailed understanding of the economics of the enterprise .  They will want to know how Eurotunnel got its sums so badly awry .	None
911	bank	3	They will want to know how Eurotunnel got its sums so badly awry .  There are answers to be had of course .  The most powerful is that the figures , inaccurate as they have turned out to be , convinced experts employed by big investors and	banks	such as National Westminster . Moreover ,  it is notoriously difficult to predict the costs of major infrastructural projects ,  almost all of which run wildly over budget .  In this case ,  the construction timetable proved wrong ,  as did very optimistic forecasts concerning the rates of inflation and interest .	None
912	bank	3	Thus ,  whatever consequences Hong Kong feared from Tiananmen ,  a currency crisis was one .  To take another example :  Hong Kong 's  banks were rotten for lack of regulation five years ago ,  when a series of collapses frightened the government into spending billions of dollars of public money on rescues .  After those expensive lessons in prudence ,	banks	are now properly policed . Had a serious run developed on the Bank of China in 1983 ,  which thankfully it did not ,  the result would probably have been catastrophic .  When a run did develop on the bank after Tiananmen ,  the Hong Kong government was ready to deal with it .	None
913	bank	3	Had a serious run developed on the Bank of China in 1983 ,  which thankfully it did not ,  the result would probably have been catastrophic .  When a run did develop on the bank after Tiananmen ,  the Hong Kong government was ready to deal with it .  It knew the	bank	's position ; it knew how much liquidity to inject to relieve the pressure . The most serious damage was to the Bank of China 's  amour - propre .  Proper regulation of banks ,  together with the generally lower interest rates made possible by a stable currency ,  also reduced worries about the property market .	None
914	bank	3	It knew the bank 's  position ;  it knew how much liquidity to inject to relieve the pressure .  The most serious damage was to the Bank of China 's  amour - propre .  Proper regulation of	banks	, together with the generally lower interest rates made possible by a stable currency , also reduced worries about the property market . Investors could generally assume ,  as they could not in 1982 - 84 ,  that most bank loans made to developers and speculators had been adequately secured and documented .  While the market might continue softening for psychological and cyclical reasons ,  its woes would probably not be compounded by fraud - tainted defaults .	None
915	bank	3	In the days which followed ,  a whispering campaign against the Peking - owned Bank of China snowballed into a bank run .  Embassies were swamped by would - be migrants .  On 6 June , a demonstration against a Chinese	bank	in the tough , working class district of Mongkok turned into a night of localised rioting . The Alliance called a general strike the next day ,  but cancelled further demonstrations ,  fearing fresh violence .  Schools and most offices closed ;  taxis flew black flags ;  shops draped black banners from their windows ;  convoys of lorries clogged roads towards the Chinese border .	None
916	bank	3	Taxing problems The arrest of the former head of the Mexican Treasury 's  personnel section may go some way to explaining why government departments always appear to be overstaffed ,  but incapable of offering decent service .  Amadeo Franco Perez allegedly spent six years sending himself more than 1.25m of pay cheques for non - existent employees and selling fake tax receipts .  He and nine accomplices were said to have hacked into a	bank	's computer and gained access to the Treasury 's accounts . When in Auckland A cultural misunderstanding has led to a young Cook Islander being fined 75 by a New Zealand judge for squeezing the buttocks of two white women in a Wellington street .  Auckland District Court heard that the 20 - year - old man was merely trying to attract their attention ,  so he could start a conversation and that such behaviour was perfectly normal on his archipelago .	None
917	bank	3	By CHRIS MCGREAL MANUEL CLOUTHIER ,  last year 's  presidential candidate for Mexico 's  conservative National Action Party  ( PAN )  ,  made civil disobedience a by - word of his short political career .  The heavily - built millionaire businessman , commonly known by his childhood nickname Maquio , helped put conservative thought back into Mexican politics after he entered the fray outraged at the nationalisation of the	banks	in 1982 . His anger set the tone for his aggressive campaigns against the ruling Institutional Revolutionary Party  ( PRI )   's  long history of corruption and election fraud .  PAN members chose him as their presidential candidate because privately he scorned his party 's  old and ,  as he saw it ,  timid leadership almost as much as he scorned the PRI .	None
918	bank	3	The white - bearded campaigner prided himself on blunt ,  outspoken views .  Despite his lack of political experience ,  Clouthier 's  20 - year leadership of business organisations stood him in good stead .  After the	banks	' nationalisation he sold most of his interests in the dozen or so companies he had created and drawn his wealth from , and committed himself to combating the existing political system . He quickly established himself within the PAN ,  challenging its professional politicians with the support of his business colleagues and unifying the fractious party .  He took conservative ideas on privatisation and land reform ,  gave them a populist anti - government bent and managed to woo over many poorer voters  -  especially in northern Mexico  who previously feared that the PAN represented only business interests .	None
919	bank	0	The defendants objected to disclosure on ground that it was protected by legal professional privilege .  Mr Justice Vinelott ordered discovery .  Nigel Davis ( Norton Rose ) for the defendants ; John Mowbray QC and Claire Staddon ( Lovell White Durrant ) for the plaintiff	bank	. LORD JUSTICE DILLON said that it was not in doubt that if the copy was privileged in relation to the employee 's  then claims because obtained for the purpose of advice in relation to those claims ,  it retained its privileged condition in respect of the subsequent claims now being advanced by the bank :  Pearce v Foster  ( 1885 )  15 QBD 114 .  The basis of the privilege on grounds of law went back many years .	None
920	bank	3	Mr Justice Vinelott ordered discovery .  Nigel Davis  ( Norton Rose )  for the defendants ;  John Mowbray QC and Claire Staddon  ( Lovell White Durrant )  for the plaintiff bank .  LORD JUSTICE DILLON said that it was not in doubt that if the copy was privileged in relation to the employee 's then claims because obtained for the purpose of advice in relation to those claims , it retained its privileged condition in respect of the subsequent claims now being advanced by the	bank	: Pearce v Foster ( 1885 ) 15 QBD 114 . The basis of the privilege on grounds of law went back many years .  It was for the party refusing to disclose to establish his right to refuse .	None
921	bank	3	By HELEN HAGUE MIDLAND BANK launches its first nursery today in Sheffield ,  spearheading a national drive to retain and recruit staff as the jobs market tightens ,  writes Helen Hague .  Up to 300 more are planned over the next four years , under a plan to help parents on the	bank	's payroll . Midland ,  whose staff is 56 per cent female ,  is the first major clearing bank to start a nursery programme :  others are expected to follow in the drive to woo mothers back to work .  The Sheffield nursery ,  costing 35 a week for each child ,  has spaces for 46 children aged between six months and five years .	None
922	bank	3	Anne Watts ,  Midland 's  equal opportunities director ,  said :  When a women gives up her job to care for children her employer loses immeasurable training and experience .  If industry wants to retain its increasingly - important female workforce ,  employers must be sympathetic to the needs of women to balance work and family life .  The	bank	already runs a five - year career - break scheme as part of its equal opportunities policy . Nurses '  lobby By HELEN HAGUE	None
923	bank	3	Financial staff had not given councillors detailed information about the scope or extent of its involvement on the money market .  If the deals are proved to be legal ,  it is a potentially grave situation since the ratepayers and future community charge payers would have to meet the bill .  On the other hand , if they are not enforceable , it would be the	banks	, with whom the transactions were arranged , that would lose out as they had taken out further deals to offset their exposure . As a result ,  five banks  Midland ,  Security Pacific National ,  Chemical Bank ,  Barclays Bank and Mitsubishi Finance Corporation  have been joined as respondents with the council .  In the two financial years 1987 - 88 and 1988 - 89 ,  the council had been involved in 592 deals amounting to a notional 6,052.5m .	None
924	bank	3	Eurotunnel ,  the Anglo - French consortium that will operate the twin - rail tunnel when it is scheduled to enter service in June 1993 ,  shocked the City by announcing that costs had risen by 2.2bn from an original estimate of 4.8bn ,  with the 50 - kilometre tunnel still only one - quarter built .  The consortium also disclosed that it would need up to 1.6bn in fresh finance on top of the 6bn already raised .  The gloom was deepened further by the disclosure that the independent technical adviser to	banks	financing the project puts the cost at 8.1bn and believes the tunnel will open six months late , in December 1993 . The crisis surrounding the tunnel threatens to embarrass the Government ,  which insisted it be financed entirely by the private sector .  The escalation in costs is certain to shake the confidence of private investors who have spent 1bn on the project .	None
925	bank	3	Eurotunnel ,  which is already in default of its credit agreement with the banks ,  has in effect been given until the end of the year to settle its differences with the contractors to permit a viable financing strategy to be put in place .  If agreement cannot be reached ,  the banks ,  which include National Westminster and Midland ,  have the power to close the project or bring in fresh management .  Last night Alastair Morton , the British co - chairman of Eurotunnel , said the	banks	could be driven to this by sheer exasperation through lack of progress in the talks . However ,  Mr Morton added :  Technically it is serious .  The banks can pull the plug .	None
926	bank	3	However ,  Mr Morton added :  Technically it is serious .  The banks can pull the plug .  Practically , the	banks	are not wishing to pull the plug . They are not wishing to stop the project .  In a statement issued with Andre Benard ,  his French counterpart ,  Mr Morton said he believed agreement could be reached in time to put a fresh financial package in place by early next year .	None
927	bank	3	In a statement issued with Andre Benard ,  his French counterpart ,  Mr Morton said he believed agreement could be reached in time to put a fresh financial package in place by early next year .  This would involve raising an extra 1.2bn to 1.6bn .  Of this , 25 per cent would come from a share issue in 1990 or 1991 and new	bank	borrowings . However ,  a number of essential differences between Eurotunnel and Transmanche Link need to be resolved .  These include agreement on curbing the cost of terminals and equipment  where the contactors '  estimate is 382m higher than that of Eurotunnel .	None
928	bank	3	Both ,  however ,  want the right to process Switch transactions on behalf of their retail clients .  The catalyst is the Government 's  decision in August to uphold a recommendation from the Monopolies and Mergers Commission that the credit card networks Visa International and Mastercard should alter one of their membership rules .  This rule , still in existence while Visa and Mastercard fight a rearguard action with the Office of Fair Trading , prevents	banks	from processing card transactions until they have built up a large base of card - holders . Now Lloyds and Barclays argue that the debit card network should bow to the same principle  and that they should be allowed to process Switch transactions without first issuing Switch cards to their account - holders .  Switch is likely to resist any such application .	None
